index,title,abstract_cleaned
13,"SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI MENU DIET BAGI PASIEN RAWAT INAP MENGGUNAKAN METODE HARRIS BENEDICT DAN EUCLIDEAN (Studi Kasus : RSUD Dr. H. Moh. Anwar Sumenep)

",layan makan pasien rawat inap rumah sakit punya tuju beri menu diet sesuai syarat gizi minimal sesuai sakit derita pasien saat menu sedia pihak rumah sakit kurang perhati butuh kalori pasien per individu akibat sedia makan pasien sesuai butuh kalori hari pasien karena buat sistem dukung putus rekomendasi menu diet pasien bagai alat bantu sedia menu makan pasien metode guna metode harris benedict hitung total kalori pasien metode euclidean perankingannya harap aplikasi sistem dukung putus buat mampu rekomendasi menu diet pasien jelas kena butuh kalori hari asupan makan hari makan harus batas kata kunci sistem dukung putus harris benedict euclidean
14,RANCANG BANGUN APLIKASI PEMILIHAN TEKNIK REKAYASA KEBUTUHAN MENGGUNAKAN METODE SELF ORGANIZING MAP BERBASIS EUCLIDEAN DISTANCE DAN CANBERRA DISTANCE MATRIX,susun sistem dukung putus pilih teknik rekayasa butuh buat bantu kembang perangkat lunak bangun buah proyek perangkat lunak pilih teknik rekayasa butuh umum dasar pilih system analis sangkut dasar karakteristik teknik rekayasa butuh sesuai proyek perangkat lunak sebut dapat hasil perangkat lunak baik proses evaluasi pilih teknik rekayasa butuh rupa salah satu tahap sangat penting buah proyek kembang perangkat lunak spk laku proses pilih teknik rekayasa butuh kriteria atribut project ingin kembang perangkat lunak lanjut laku proses clustering metode self organizing map som parameter distance matrix paling tepat tangan data multi dimensional euclidean canberra adalah jenis distance matrix lazim karena tingkat akurasi baik untuk tangan kasus data riil hasil akhir oleh banding hasil clustering guna metode som bas euclidean distance canberra distance matrix hasil teknik rekayasa butuh efisien obyektif sesuai karakteristik proyek perangkat lunak kata kunci sistem dukung putus teknik rekayasa butuh clustering self organizing map canberra distance matrix
15,DETEKSI COREPOINT SIDIK JARI MENGGUNAKAN METODE GEOMETRY OF REGION TECHNIQUE (GR),sidik jari salah satu karakteristik fisik manusia saat banyak identifikasi manusia sidik jari punya karakteristik tidak ubah jika luka rusak akibat celaka sidik jari sangat perlu bagai kasus tindak kriminal curi curang administrasi ada proses deteksi sidik jari mudah pihakpihak wajib tangan beberapa kasus sebut proses deteksi laku program komputer laku beberapa tahap hitung titik tengah biasa di kenal corepoint buah proses awal sangat peran penting proses identifikasi manusia dua cara corepoint titik tengah sidik jari cara manual otomatis cara manual di laku kasat mata sedang cara otomatis di suatu sistem tugas akhir untuk tentu corepoint sidik jari cara otomatis metode geometry of region technique grcitra tugas akhir dari database fvc fingerprintbitmaps hasil uji coba sistem baik untuk deteksi corepoint sidik jari guna metode geometry of region technique gr dengan m v proses normalisasi guna ukur blok x pixel hasil akurasi sistem yang dapat besar kata kunci sidik jari corepoint geometry of region technique gr normalisasi
16,"SISTEM PENENTUAN STATUS GIZI PASIEN RAWAT INAP

MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER

(STUDI KASUS : RSUD DR. H. SLAMET

MARTODIRDJO PAMEKASAN)",indonesia masalah kembang gizi masalah perlu perhati lebih orang tahu status gizi tidak dapat kontrol berapa banyak jumlah gizi butuh tubuh teliti rancang aplikasi sistem dukung putus status gizi pasien beri solusi makan pasien sesuai riwayat sakit di derita pasien sistem rancang bas web mudah pihak admin ahli gizi rumah sakit status gizi pasien harap ada aplikasi dapat beri efisien efektifitas kerja tiap pihak metode guna teliti guna na ve bayes classifier nbc metode baru di guna untuk prediksi probabilitasmetode na ve bayes classifier laku proses hitung probabilitas status gizi mana cari nilai probabilitas besar kemudian jadi simpul tentu status gizi metode dapat terap studi kasus sistem tentu status gizi pasien hasil akurasi besar kata kunci na ve bayes classifier sistem dukung putus status gizi web
17,"PENGENALAN TULISAN TANGAN HURUF ALFABET

DENGAN METODE MODIFIED DIRECTION FEATURE (MDF)

DAN LEARNING VECTOR QUANTIZATION (LVQ)",kenal tulis tangan rupa topik teliti sangat populer teliti banyak laku usahausaha buat sistem kenal tulis tangan otomatis bagai teknik beda teliti bahas kembang sistem kenal tulis tangan offline ciri lokal karakterkarakter tulis tangan salah satu faktor dalam kenal tulis tangan model bentuk tulis tangan tulis mampu nali tiap tulis milik gaya tulis bentuk tulis tangan beda metode kenal pola tulis tangan teliti adalah modified direction feature mdf proses ekstraksi fitur learning vector quantization lvq proses klasifikasi proses ekstraksi fitur metode mdf laku cara arah garis posisi tiaptiap piksel sedang proses latih data guna metode learning vector quantization lvq metode ini akan hasil bobot akan guna proses kenal citra huruf tulis tangan uji coba laku sistem hasil baik untuk kenal citra huruf tulis tangan dengan jumlah data latih banyak citra data uji coba banyak citra hasil akurasi sistem dapat besar kata kunci tulis tangan modified direction feature learning vector quantization
18,PENGENALAN POLA SENYUMAN BERBASIS EKSTRAKSI FITUR PRINCIPAL COMPONENT ANALYSIS (PCA) DAN LINIER DESCRIMINANT ANALYSIS (LDA),citra senyum rupa salah satu fitur biometrik jadi bagai bukti autentik orang sistem kenal pola pattern recognition cara komputerisasi tahu identitas ciri diri orang kenal senyum banyak teliti banyak kalang salah satu bentuk terap kenal pola senyum tahu senyum orang nanti senyum sebut nali komputer simpan database dua cara pola senyum cara manual otomatis cara manual laku kasat mata sedang cara otomatis di dengan suatu sistem tugas akhir identifikasi senyum cara otomatis metode principal component analysis pca linier descriminant analysis lda mana jenis senyum tugas akhir jadi lima bagi yaitu senyum manis senyum ejek senyum paksa senyum tutup senyum buka metode ekstraksi fitur tepat efisien sangat tentu hasil sistem kenal pola cara seluruh metode klasifikasi kenal pola euclidean distance manhattan distance hasil uji coba gambar data latih tingkat akurasi pca adalah ordered sedang hasil uji coba pca lda dapat tingkat akurasi pada ordered
19,"SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKAN

GRAY LEVEL DIFFERENCE METHOD BERDASARKAN

CIRI TEKSTUR PADA POLA BATIK

",batik rajin milik nilai seni tinggi telah jadi budaya indonesia sejak lama batik indonesia punya agam jenis tekstur batik warna batik pola batik cermin asal usul daerah batik sebut cari citra bas teks tidak efektif nilai subjektif representasi suatu citra karena itu perlu suatu sistem dapat tangan cari citra query upa citra sebut sistem citra bas isi spci content based image retrieval cbir teliti ini ciri tekstur bagai proses cari mirip delapan kelas citra batik beda cirebon bal bangkal pamekasan sumenep yogyakarta solo kalong bagai objek citra bas isi sistem bangun proses utama ekstraksi fitur tekstur metode gray level difference method gldm guna empat arah utama gldm hitung beda mutlak pasang derajat abu pisah jarak arah hasil ekstraksi fitur laku ukur jarak mirip guna metode euclidean distance dari uji coba aplikasi guna ukur mirip euclidean distance nilai threshold akurasi presisi besar data latih data uji coba citra tampil
20,ONTOLOGY SEMANTIC WEB UNTUK PENCARIAN TUGAS AKHIR PADA SISTEM INFORMASI TUGAS AKHIR(SIMTAK),butuh cari data internet cepat tepat jadi faktor penting layan internet sistem informasi tugas akhir simtak fakultas teknik universitas trunojoyo madura butuh cari data tepat cepat dasar konteks sistem cari pakai cari database mana belum mampu beri hasil cari sesuai konteks keywords diinputkan milik benar sistem cerdas tahu perlu tangkap proses kembali sampai ontologi dukung semua tugas ini ontologi spesifikasi konseptualisasi semantik web buah abstrak representasi world wide web www basis buah standar definisi guna resource description framework rdf ontology web language owl ide dasar bawa web milik definisi link data dapat guna lebih efektif untuk cari otomasi integrasi reuse informasi bagai aplikasi semantik web definisi bagai kumpul teknologi mana mungkin komputer paham arti buah informasi dasar metadata informasi kena isi informasi judul arang modifikasi tanggal halaman web hak cipta halaman web guna semantik web cari tugas akhir ini mampu beri hasil dasar sama makna kata keyword diinputkan user kata kunci mesin cari semantic web tugas akhir abstract
21,RANCANG BANGUN APLIKASI INTRUSION PREVENTION SYSTEM PADA JARINGAN BERBASIS PROTOKOL TCP/IP MENGGUNAKAN SNORT DAN IPTABLES,tiap usaha milik data penting kait giat bisnis perlu jaga aman orang tidak hak akses seringkali muncul aksi ilegal coba rusak server bahkan curi data usaha akibat salah fatal hadap lancar giat bisnis usaha data tidak valid sikap masalah sebut perlu sistem monitoring aman mampu aman server tindak susup intrusion prevention system ips rupa solusi mampu beri aman jaring server tindak susup ips kembang snort bagai fungsi deteksi kombinasi iptables firewall bagai cegah susup ips juga lengkap user interface base basic analysis and security engine manajemen rule mudah admin monitor sistem aman tindak susup jaring server snort buat alert deteksi serang simpan log snort perintah iptables laku drop hadap alamat serang kemudian detail serang lihat tampil user interface base hasil uji bahwa snort iptables kerja baik jadi ips yang mampu beri respon cara cepat deteksi serang waktu tanggap ratarata kurang detik awal serang deteksi alert
22,APLIKASI CITRA MOSAIK PANORAMIK MENGGUNAKAN METODE WATERSHED,citra digital banyak manfaat bagai aspek kehidupanoleh itu butuh tampil citra representasi objek citra sebut salah satu masalah ada laku ambil gambar citra mampu ambil gambar sangat luas gambar ambil beberapa kali sebab gambar objek jadi terpisahpisah atas masalah perlu proses gabung citra teliti metode watershed dalam metode lebih tentu titik korespondensi masingmasing citra kandidat kemudian daerah hasil korespondensi sebut akan segmen gun metode watershed hasil segmentasi untuk cari region cut bagai acu gabung citra proses gabung citra dsebut mosaic panoramik hasil teliti tunjuk citra panorama ideal dapat dperoleh guna citra masuk punya sama obyek titik korespondensi pilih obyek yang sama dua citra masuk sebut kata kunci citra panorama mosaikpanoramik metode watershed
23,ANALISA VALIDITAS PENERIMA BEASISWA MENGGUNAKAN METODE ANALYTIC NETWORK PROCESS DAN TOPSIS,beasiswa beri upa bantu uang beri orang tuju langsung didik tempuh program beasiswa ringan beban mahasiswa tempuh masa studi kuliah khusus masalah biaya fakultas teknik universitas trunojoyo milik program beasiswa harus beri hak terima beasiswa bantu ajar mahasiswa bbm beasiwa tingkat prestasi akademik ppa tiap jenis beasiswa milik kriteria faktor bobot beda laku seleksi beasiswa akan alami sulit banyak mohon banyak kriteria masih cara manual akibat kurang efektif putus untuk bantu tetap orang layak terima beasiswa butuh sistem dukung putus metode guna dalam teliti adalah analytic network process anp technique order preference by similarity to ideal solution topsis teliti akan angkat suatu kasus menganalisa validitas alternatif baik terima beasiswa dasar kriteriakriteria yang telah guna metode anp kemudian cari solusi urut dengan guna metode topsis dasar hasil uji coba sistem beda selisih hasil rekomendasi sistem hadap data aktual menang beasiswa ppa jurus informatika sedang selisih hasil rekomendasi sistem hadap data aktual menang beasiswa bbm jurus informatika kata kunci anp topsis mcdm ambil putus multi kriteria seleksi beasiswa
24,"SISTEM PERAMALAN PENJUALAN JANGKA PENDEK SPARE PART SEPEDA MOTOR MENGGUNAKAN NEURAL NETWORK

(Studi Kasus : Suzuki Kemayoran Bangkalan)",spare part rupa salah satu penting operasi mesin sepeda motor tingkat jumlah jual spare part tidak duga proses tuneup sulit layan baik konsumen juga balik apabila jadi turun jumlah jual spare part tumpu spare part gudang karena perlu sistem amal mampu ramal jual spare part periode ikut sistem amal metode jaring syaraf tiru algoritma propagasi balik momentum ramal jumlah jual spare part bulan ikut data telah simpan hitung epoh learning rate beda hasil uji coba system dapat simpul dengan guna semua data bagai data training guna learning rate dengan epoh akan hasil tingkat salah
25,"PENGEMBANGAN MESIN PENCARIAN ANTIPLAGIASI PADA 

SIM JURNAL MAHASISWA MENGGUNAKAN ALGORITMA 

WINNOWING FUZZY K-MEANS",abstrak jiplak rupa masalah sering muncul makin kembang utama bidang didik banyak karya tulis bagi bahkan seluruh isi buat jiplak karya tulis orang atas masalah sebut salah satu solusi dengan buat aplikasi dapat kelompok dokumen deteksi jiplak dokumen sebut tugas akhir buat aplikasi dapat deteksi jiplak antar dokumen dengan banding antar dokumen laku deteksi jiplak dokumen algoritma winnowing algoritma winnowing fungsi laku proses dokumen fingerprint dengan rubah teks jadi kumpul nilai nilai hash nilai hash untuk deteksi tingkat sama antar dokumen hal kelompok dokumen guna algoritma fuzzy kmeans hasil uji coba aplikasi dapat ambil simpul makin besar nilai ngram basis window makin kecil hasil prosentase mirip antar dokumen dengan hasil besar balik makin kecil nilai ngram basis window makin besar prosentase mirip antar dokumen dengan hasil prosentase hitung nilai fmeasure pengaruh akurat data yang proses kata kunci deteksi jiplak cluster fmeasure
26,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN BERPRESTASI DENGAN INTEGRASI FAHP dan ELECTRE II,sumber daya manusia mutlak butuh maju suatu usaha jadi usaha jadi usaha maju tidak kalah saing usaha dalam buat sistem dukung putus spk pilih karyawan prestasi cari karyawan prestasi sistem dukung putus spk fahp electre ii metode fahp rupa metode cukup obyektif proses nilai dasar hirarki kriteria gabung konsep fuzzy sesuai kriteria nilai kerja karyawan usaha bobot laku proses lanjut guna metode electre ii hingga dapat karyawan prestasi jaga nilai ini tidak pihak salah satu karyawan bebas intervensi karyawan usaha guna pihak luar independen profesional laku nilai hadap karyawan hasil nilai pihak luar upa angkaangka kemudian departemen sdm laku jumlah nilai komulatif kriteria dapat karyawan baik ada prioritas kriteria lebih penting guna metode fahp electreii hasil keluar dekat akurat hasil oleh areal manager banding hitung manual usaha perhati bobot penting
27,PENGELOMPOKAN KUALITAS KELAS PADA SISWA MENGGUNAKAN INDEKS DAVIES-BOULDIN SOM (SELF ORGANIZING MAP),abstrak data dapat sma wachid hasyim tamansepanjang rupa data siswa masih mentah data sebut perlu olah olah data kelompok clustering datadata sebut milik agam metode salah satu som self organizing map menvalidasi data distance matrix idb indeks daviesbouldin idb som tuju tingkat akurasi validasi hasil analisa data akhir penganalisaan data studi kasus sma wachid hasyim tamansepanjang tuju tahu tingkat mirip siswa satu kelompok per kelas metode som mampu kelompok data dekat cari mirip dasar pola mirip data kelompok siswa jadi tiga cluster learning rate epoch mse kecil epoch data training sedang jadi tiga sembilan cluster learning rate epoch mse kecil epoch cluster dengan data training nilai kecil pemvalidasian cluster dengan idb guna tiga dengan sembilan cluster data training pada cluster dengan nilai idb hasil kurang akurat kelas bentuk dua kelompok kata kunci clustering som eucledian distance idb sma wachid hasyim tamansepanjang
28,APLIKASI CITRA MOSAIC PANORAMIC MENGGUNAKAN METODE SIFT (SCALE INVARIANT FEATURE TRANSFORM),buah citra banyak terap bagai aspek hidup misal bidang dokter tahu tubuh manusia deteksi sakit bidang geologi meta suatu wilayah bagai karena butuh suatu tampil citra representasi suatu obyek batas luas citra sering jadi kendala dalam terap fungsi maupun manfaat citra sendiri itu perlu aplikasi gabung citra mosaic panoramic luas tampil citra dapat lebih manfaat beri informasi suatu obyek teliti guna metode scale invariant feature transform sift deteksi keypoint jumlah keypoint dapat ubah dasar nilai threshold tentu pasang citra teliti nilai threshold citra masuk jumlah keypoint suai nila tidak dapat laku proses mosaic panoramic nilai threshold jumlah keypoint suai nila sedang dapat hasil citra hasil mosaic panoramic sedang nilai threshold jumlah keypoint suai pada pasang citra masuk dari jumlah citra masuk makin banyak temu dapat laku proses mosaic panoramic dan hasil citra hasil mosaic panoramic lebih baik kata kunci mosaic panoramic sift scale invariant feature transform keypoint
29,PENGENALAN TELAPAK TANGAN MENGGUNAKAN METODE NAÏVE BAYES BERBASIS REDUKSI DIMENSI  PRINCIPAL COMPONENT ANALYSIS (PCA),teknologi biometrik alami kembang sangat pesat sudah lazim terap bagai bidang aplikasi proses kenal telapak tangan teliti lama lebih tahun telapak tangan rupa biometrika masih relatif baru telapak tangan milik beberapa karakteristik unik upa garis telapak tangan sifat stabil tiap orang punya garis telapak tangan beda meski orang kembar uni stabil garis telapak tangan telapak tangan rupa fitur handal tiap telapak tangan sistem kenal teliti ini proses kenal telapak tangan metode naive bayes bagai proses classifier reduksi dimensi principal component analysis pca sistem uji coba guna citra telapak tangan orang tiap orang diri sampel telapak tangan hasil uji ratarata persentase hasil besar
30,Implementasi Sistem Pakar Pada Pengambilan Keputusan Penentuan Tindakan Medis di Poli Mata Berbasis Web,diagnosa sakit mata sistem informasi baik rupa inti masalah teliti tahu studi kasus dokter bagai orang pakar milik batas waktu layan pasien lama jam bahkan harihari lanjut dokter kerja tiga hari satu minggu jam tiap kali laku layan asisten dokter belum bantu layan kerja denga maksimal lah jadi kurang maksimal peran dokter pasien batas keberadaaan dokter bagai pakar minim waktu layan dokter pasien nya minim tahu orang hadap gejala atas sakit rasa sangat dukung sistem mampu beri diagnosa solusi kena gejala tahu dasar sebut teliti tuju buat aplikasi sistem pakar bas web dapat mendiagnosa gejala sakit mata metode guna kembang aplikasi fuzzy mamdani inferensi forward chainning input butuh sistem ini data jenis gejala gejala umum tahu sedang output adalah nilai tingkat parah sakit nanti arah solusi tiap kasus hasil uji coba sistem laku dokter nilai akurat besar kasus laku kata kunci metode fuzzy mamdani forward chaining diagnosa sakit mata
31,RANCANG BANGUN MANAJEMEN PEMBELAJARAN DAN TES TOEFL BERBASIS MOBILE,teknologi mobile sangat marak samping unggul mudah bawa bawa kemanamana teknologi mobile sekarang sangat mudah eksplorasi bukti ada smartphone punya banyak layan dapat manfaat para toefl test of english as a foreign languange sangat butuh hadap maju teknologi ini kurang besar minat masyarakat ajar bahasa inggris ikut testes toefl ada pengaruh maju teknologi android rupa subset perangkat lunak perangkat mobile liput sistem operasi middleware aplikasi inti release google android sdk tools api application programming interface mulai buat aplikasi platform android guna bahasa pemrograman java eclipse buah ide integrated development environment guna coding aplikasi android salah satu manfaat teknologi mobile buat media ajar tes toefl baik soal upa teks audio guna teknologi android bas mobile dengan tes toefl ajar test lebih listening menu di dalam aplikasi ini harap dapat batu tingkat paham guna kena tes toefl kata kunci tes toefl android java mobile sdk
